Id,SalePrice
1461,131558.02616274552
1462,158609.16660753833
1463,171893.0320299628
1464,204322.5346099852
1465,178850.14462947322
1466,177753.9943389787
1467,177886.19252095083
1468,169335.33515196576
1469,195810.3209293808
1470,114171.52629488899
1471,194006.68530988498
1472,113825.65096496063
1473,106501.84724860414
1474,161058.5483265329
1475,128899.47531893641
1476,351911.84345824027
1477,245109.45070495532
1478,300957.71858025144
1479,284523.8510670464
1480,470611.7283070926
1481,297487.5052783787
1482,211128.19809885634
1483,178065.75492002597
1484,168156.05510847404
1485,188909.54848655788
1486,212957.28563536055
1487,317192.5035599641
1488,263150.8938114556
1489,197825.28040425494
1490,205002.16540905475
1491,202204.59859109423
1492,98732.29824363707
1493,199124.27348622106
1494,280079.67010288313
1495,273404.30555924634
1496,210661.2435115555
1497,185526.7739586561
1498,162681.70715821662
1499,162853.46806441835
1500,152397.8616625242
1501,158618.50512905724
1502,155571.80056645058
1503,271899.8973772951
1504,254863.58181607706
1505,230784.51366636498
1506,183726.9940705838
1507,248536.85689697962
1508,194415.4185951624
1509,155538.37582150925
1510,131954.4666117955
1511,131145.6072981862
1512,156989.61257492125
1513,150204.0578961149
1514,144914.88770784525
1515,190850.137513995
1516,151496.06851406803
1517,176993.46862256242
1518,142033.98226496935
1519,213702.5831210718
1520,120408.70934576783
1521,122918.04827762191
1522,166741.56900458876
1523,109521.71022953397
1524,115773.81061554121
1525,115262.39224686188
1526,111180.20776920601
1527,108756.19989809807
1528,151697.30808080916
1529,131207.4618876476
1530,183718.45519812577
1531,110192.33940397987
1532,105237.73210640413
1533,146994.31926494
1534,125933.55232840442
1535,156876.96961046176
1536,110934.7974982901
1537,74099.66635031575
1538,161354.59291270922
1539,194963.42907279526
1540,97098.6364154076
1541,137502.71748989297
1542,136147.86376919094
1543,180240.76582164064
1544,90252.84972000368
1545,119247.04184898135
1546,142080.9089716205
1547,132758.73993617037
1548,138857.5229438515
1549,123804.48992240403
1550,126730.99354753077
1551,117461.78975320858
1552,129780.53517404942
1553,143925.64654931967
1554,126201.69120654602
1555,161636.86177996805
1556,83423.4956904991
1557,92019.35337186199
1558,100253.0563843855
1559,83170.62871776802
1560,133746.25167468036
1561,110865.17317615304
1562,136267.6749444175
1563,115286.426135902
1564,155691.16844770007
1565,154086.26954429928
1566,241560.8922454648
1567,81219.00141946465
1568,210409.24500819552
1569,112621.09662482812
1570,153492.20264668638
1571,127023.25569860812
1572,139292.38880475663
1573,240480.36113158992
1574,122908.70430262602
1575,207340.4093945987
1576,250324.2199460533
1577,193433.1729506908
1578,136101.37141255944
1579,136772.0552896771
1580,199242.30035814524
1581,152293.8367229587
1582,124797.90184422661
1583,298045.6948351833
1584,246594.3474640185
1585,134879.6747756552
1586,77384.64029552048
1587,112067.21685903605
1588,137983.81932099102
1589,94450.06832298773
1590,148762.3699631314
1591,97433.41759263817
1592,111668.14876657304
1593,123916.69346675015
1594,127628.66977672435
1595,107564.50265739595
1596,207616.55553190567
1597,160385.62064788863
1598,191918.05135673578
1599,181913.0718582121
1600,182445.84951312156
1601,70554.67648320795
1602,116687.31995211566
1603,82003.4166861346
1604,219505.26476917224
1605,251519.884733981
1606,189345.55621994397
1607,196371.11664963726
1608,217325.2455695684
1609,189193.43788424542
1610,147747.54375799294
1611,144076.46640301665
1612,174475.1077665779
1613,181684.08578174535
1614,120004.12765410695
1615,101370.12339651586
1616,87685.15204089085
1617,101682.59381781393
1618,129896.3750273141
1619,150154.71064102103
1620,165601.22955020866
1621,141424.60234719186
1622,137292.24842683398
1623,259222.08227171606
1624,207775.27869296822
1625,124096.1707088592
1626,170298.5561311068
1627,184636.843172792
1628,276572.26909611316
1629,181386.582982528
1630,300579.93347366696
1631,202760.3873970798
1632,209133.45871718845
1633,179275.21816429467
1634,179767.63266229953
1635,175271.74303225614
1636,170481.9856926777
1637,176609.44424323467
1638,224000.99595011733
1639,192952.78883572354
1640,270442.5692360768
1641,177361.77382639245
1642,240052.5254158581
1643,249016.99663144184
1644,252143.55235827493
1645,189361.06522137317
1646,158406.1898191222
1647,167048.68428243126
1648,131385.41481028043
1649,133475.49311298493
1650,120039.67208288737
1651,129810.99156570146
1652,110606.62757604694
1653,115273.86766950434
1654,150755.40815014922
1655,144607.0954336973
1656,145919.06838453998
1657,151898.46685904334
1658,149320.80730518603
1659,134133.88122936877
1660,153122.13765959477
1661,438726.3309353392
1662,364744.0667450053
1663,347213.28555232275
1664,481710.0478510754
1665,319534.60040387005
1666,299657.31977853156
1667,339915.0123190462
1668,322765.8134873259
1669,282630.846792113
1670,322261.80531377054
1671,244700.83000561505
1672,388530.36694626795
1673,292471.20217591093
1674,267721.02122665604
1675,181197.29982614695
1676,181558.02823187187
1677,196730.88799835934
1678,438047.3700802557
1679,322556.20231629943
1680,293955.56042429
1681,250253.29967491305
1682,267255.2713369157
1683,193800.95950983578
1684,199859.67526284102
1685,183200.27340774005
1686,179156.36884498328
1687,186080.2731184723
1688,208489.47549531184
1689,212379.4209360195
1690,197286.58131876614
1691,190150.61975320178
1692,252156.569441234
1693,174148.060520923
1694,173493.7147141245
1695,175206.07812632984
1696,266064.30510177556
1697,182504.09452077802
1698,348137.0713102006
1699,309419.729420864
1700,239349.71345385283
1701,267278.6045766268
1702,264698.4371908314
1703,263765.5187776914
1704,268469.796502022
1705,237919.4342002659
1706,410943.2046628549
1707,207046.92025730605
1708,218152.37414216288
1709,301728.7307846793
1710,244019.6273018327
1711,265796.5788268011
1712,273989.44530865306
1713,266009.3267453
1714,220403.00987719322
1715,205172.34388453476
1716,197338.35802094117
1717,185418.2713300227
1718,149620.02907494272
1719,206063.76705923333
1720,241089.45422261773
1721,190537.75123717112
1722,139934.19214583837
1723,157634.08309671565
1724,213579.89276212378
1725,231895.20791635202
1726,181867.78941628264
1727,156597.86042263889
1728,184549.07563721636
1729,162554.2470062818
1730,184464.22945861006
1731,117901.04056764684
1732,126139.89535194555
1733,116453.85702586202
1734,120203.45479462696
1735,137889.32298073312
1736,116751.14330590898
1737,308028.63008055167
1738,254109.4871658123
1739,269927.5814519987
1740,207044.06812207034
1741,179614.15055416845
1742,158850.02596728146
1743,173425.9830015237
1744,308277.5797552765
1745,208637.41547718053
1746,216594.0995400308
1747,247507.0397295598
1748,232756.6509155143
1749,152124.62948074998
1750,137479.188715655
1751,268753.0637187301
1752,117793.25683929869
1753,149258.07030372333
1754,201192.204692999
1755,158944.90271963255
1756,121033.22787513379
1757,119088.77444524523
1758,134715.85456197048
1759,154416.1779983069
1760,165547.22929270868
1761,150459.3206873127
1762,170028.59778568763
1763,172184.00903820313
1764,112344.97606881484
1765,163990.74849794508
1766,166452.51696432635
1767,220572.65833900688
1768,133202.6408085963
1769,180372.33996899606
1770,154624.45719297396
1771,121241.70192362828
1772,139483.67910334445
1773,126776.6939369243
1774,144411.09597126994
1775,135224.29338901577
1776,114973.5182937268
1777,99541.94217243892
1778,136748.85404650745
1779,118192.9669258895
1780,172258.40443227574
1781,124480.2490659395
1782,92078.91901554642
1783,152276.80154230213
1784,99932.91342191688
1785,125335.39466779638
1786,143692.84401982484
1787,174594.072362382
1788,66483.61055364765
1789,107068.43904946979
1790,76576.82649777997
1791,205623.7543219137
1792,155289.04613889125
1793,134603.56045133187
1794,162673.47677325638
1795,131485.0369016911
1796,130764.15919794008
1797,127314.29350444849
1798,120457.24213065897
1799,108893.64290959883
1800,113315.53380388027
1801,128656.62459667366
1802,159650.93491525349
1803,153492.08374779968
